Qual sua idade?,Qual é o seu gênero?,Antes de conhecer a MusicDot você tinha algum conhecimento musical?,Você tem uma matrícula ativa da MusicDot?,Você assina o plano Semestral ou Anual?,Você pediu para fazer um teste da MusicDot antes de se matricular?,Qual é o seu principal objetivo com aprendizagem musical? (Pode selecionar mais de uma opção),Qual dessas categorias te atraiu no 1º momento? (Pode selecionar mais de uma opção),Você está atualmente fazendo aulas de que instrumento?,Qual o nível do curso que você está fazendo?,Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Repertório],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Professor],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Exercícios],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Material de apoio],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Qualidade dos vídeos],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Didática],Como você avalia a variedade de estilos musicais para os cursos da MusicDot?,"Com relação aos recursos da MusicDot, que nota você daria para: [Acompanhamento dos professores pelo fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Tempo de resposta no fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Postar um vídeo ou áudio no fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Usar aplicativo da MusicDot]","Com relação aos recursos da MusicDot, que nota você daria para: [Download dos materiais das aulas]",Quais são os pontos negativos em se estudar na MusicDot?,Quais são os pontos positivos em estudar na MusicDot? ,"Em uma escala de 0 a 10, o quanto você recomendaria a MusicDot a um amigo(a) ou colega?",Qual a melhor forma de te avisarmos sobre novos lançamentos de cursos e funcionalidades da plataforma?,Quais foram as suas primeiras impressões em relação a MusicDot? (Pode selecionar mais de uma opção),O que te motiva acompanhar a MusicDot pelas redes sociais ? (Pode selecionar mais de uma opção),"Hoje se você fosse aprender algum instrumento musical, qual seria o principal objetivo ? (Pode selecionar mais de uma opção)",Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Preço],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Diversas opções de pagamento],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Suporte online para esclarecimentos de dúvidas],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Material impresso],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Acesso Vitalício],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Conteúdo dos cursos],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Didática],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Planos oferecidos],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Estilos musicais variados],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Reputação da escola],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Indicação de um amigo],Você sabia que existe a possibilidade de testar a MusicDot?,Você gostaria que a gente entrasse em contato pelo e-mail para oferecer um teste da MusicDot?,Qual plano você havia contratado?,Por quanto tempo ficou na plataforma?,Há quanto tempo você saiu da plataforma?,Porque você deixou de ser aluno da MusicDot? (Pode selecionar mais de uma opção),Gostaria de dar mais detalhes sobre sua saída?,Você estudaria novamente na MusicDot?,"Você gostaria que a gente entrasse em contato pelo e-mail para oferecer um teste da MusicDot, para você ver as novidades desde que saiu?","Em uma escala de 0 a 10, o quanto você recomendaria a MusicDot a um amigo(a) ou colega?.1",Como conheceu a MusicDot? (Pode selecionar mais de uma opção),Poderia dar mais detalhes de como conheceu a gente?,Você acompanha a MusicDot em alguma rede social ou meio? Qual? (Pode selecionar mais de uma opção),Você fez algum acampamento de música?,Quando fez o acampamento de música você já assinava a MusicDot?,Poderia falar pra gente o que te motivou a fazer o acampamento?,Quer deixar algum comentário final pra equipe da MusicDot?
de 25 a 34 anos,Homem,0,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical","Teclado, Piano",Teclado,Básico,5 - Excelente,5 - Excelente,4,4,5 - Excelente,5 - Excelente,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,4,Não uso/Não sei opiniar,Ritmo mais lento de aprendizagem. Não ter um professor pra te acompanhar com exclusividade.,"Ótima didática, bom material, toda lição se aprende uma música diferente. Flexibilidade para organizar suas aulas no horário que for melhor.",9.0,"""Sininho"" de avisos da plataforma",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Anúncios publicitários",Anúncio publicitário nos vídeos do Youtube,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 55 a 64 anos,Homem,2,Não,,,,,,,,,,,,,,,,,,,,,,,É uma página de conteúdo sobre música,Quero aprender um instrumento musical,"Passatempo, Fazer novas amizades, Quero aprender teoria musical",Média,Baixa,Baixa,Média,Média,Média,Média,Baixa,Baixa,Média,Média,Não,Sim,,,,,,,,,"Youtube, Facebook",Por amigos,Youtube,Não,Não fiz o acampamento,Não fiz ,Gosto muito ver algum tocando algum instrumento 
de 35 a 44 anos,Mulher,2,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano semestral,6 meses,Bem mais do que 1 ano,"Não estou em condições financeiras no momento, Não renovei pois o valor do plano compromete meu cartão de crédito",,Sim,Sim,10.0,"Youtube, Pesquisando no Google","Estava tentando aprender tocar teclado e comecei a procurar on line, um curso .",Youtube,Sim,Não fiz o acampamento,,"Nada a acrescentar a prática, utilizei o curso e amei.
O problema sempre são os custos e cartão é sempre um problema, pensem em boleto mensal."
Abaixo de 18 anos,Homem,3,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma escola de música online, É uma página de conteúdo sobre música","Gosto de ficar por dentro das novidades do mundo musical, Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de avaliações de instrumentos musicais",Tocar/cantar na igreja,Média,Média,Alta,Alta,Média,Alta,Alta,Média,Alta,Média,Alta,Não,Sim,,,,,,,,,"Youtube, Facebook","Conheci pelo curso que teve, sobre o acampamento de violão que teve mas na semana que começou o o meu email deu problema e tinha dado pra acompanha e só tinha volta depois de meses. Mas de vez dou olhadinha nas aulas ;-)",Youtube,Não,Sim,"Meu motivo era a evolução no violão, em aprender fingersty no violão, passou um uns tempo ai comecei a evoluir, conheci novos acordes e desenhos.",Galera é top demais.
de 35 a 44 anos,Homem,1,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Aprender um novo estilo musical que não domino","Violão, Guitarra",Canto,Intermediário,1,1,2,2,2,2,5.0,2,2,2,1 - Muita Dificuldade/ Horrível,2,Aplicativo apresentou alguns problemas.,"A didática é boa e progressiva.
Posso estudar  nos poucos tempos livres.",10.0,"""Sininho"" de avisos da plataforma, email (newsletter)",,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,Pesquisa na internet,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,"Parabéns.
A plataforma de vocês é incrível. A disposição dos cursos na plataforma também está perfeita.
Didática muita Boa.
Sugiro um encontro anual... seria interessante trocar experiências com os cursistas e professores."
de 35 a 44 anos,Homem,2,Não,,,,,,,,,,,,,,,,,,,,,,,É uma escola de música online,"Quero aprender um instrumento musical, Gosto de acompanhar alguns conteúdos produzidos","Passatempo, Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais",Alta,Média,Média,Muito baixa,Alta,Alta,Muito alta,Muito alta,Alta,Baixa,Alta,Não,Sim,,,,,,,,,Indicação de amigos ou família,,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 45 a 54 anos,Homem,3,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, PROFESSORES CONHECIDOS","Quero aperfeiçoar o que já sei através dos conteúdos, APRIMORAR CONHECIMENTO","Quero aprender teoria musical, Conhecer um novo estilo musical, Quero me profissionalizar na música, TECLADO VIRTUAL E DE SUMA IMPORTÂNCIA ",Média,Média,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Sim,Sim,,,,,,,,,Youtube,CURSO DE TECLADO COM TECLADO VIRTUAL,Youtube,Sim,Não,APERFEICIONAMENTO ,PARABÉNS PELOS PROFESSORES 
de 55 a 64 anos,Homem,3,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano semestral,6 meses,Bem mais do que 1 ano,Vendi meu teclado,Mudei de estado,Sim,Sim,10.0,"Youtube, Anúncios publicitários, Pesquisando no Google","Não me lembro, creio que foi pesquisando","Youtube, Não acompanho em nenhum lugar",Não,Não fiz o acampamento,,"Equipe qualificada, método fácil de aprender"
de 35 a 44 anos,Homem,2,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano semestral,6 meses,Bem mais do que 1 ano,"Não existe os gêneros musicais da minha preferência, Poucos cursos do instrumento musical que quero aprender",não encontrei mais assuntos referente a temas que estava estudando,Sim,Sim,9.0,Youtube,,Youtube,Não,Não fiz o acampamento,,"de maneira geral, possui ótimos cursos e parte do busquei aprendi muito"
de 35 a 44 anos,Homem,2,Sim,Anual,Sim,"Tocar/cantar na igreja, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Desejo dar aula um dia, Quero ter a música como profissão, Pretendo fazer faculdade de música","Teclado, Violão, Guitarra, Baixo, Bateria, Canto, Teoria, Áudio",Violão,Intermediário,3,3,3,4,4,4,3.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,4,4,"Não tive muito tempo de uso da plataforma, mas ainda não entendi muito bem como faria para ter um feedback dos estudos ou se existe alguma forma de algum dos professores avaliar.","Aulas disponíveis a qualquer hora, muitos vídeos disponíveis e muitos bem produzidos, material de apoio, vários cursos disponíveis.",6.0,"""Sininho"" de avisos da plataforma, email (newsletter)",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Programa youtube musicos essenciais.,Youtube,Não,Não fiz o acampamento,N/Aplicável,Gostaria de ter algum acompanhamento para ajudar nas prioridades dos estudos (roteiros de estudos) e alguma forma de ter feedback dos meus estudos.
de 55 a 64 anos,Homem,1,Sim,Anual,Sim,"Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais",Teclado,Piano,Intermediário,4,5 - Excelente,3,3,5 - Excelente,5 - Excelente,4.0,4,3,3,4,4,,,9.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,,Youtube,Não,Não,,
de 35 a 44 anos,Homem,3,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar",Quero melhorar minhas habilidades musicais,Baixo,Baixo,Intermediário,2,2,2,2,2,2,4.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Dificuldade de comprometimento com as aulas.,Flexibilidade de horário.,8.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Indicação de influenciadores / youtubers/ podcast,Nerdcast.,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
Abaixo de 18 anos,Homem,5,Não,,,,,,,,,,,,,,,,,,,,,,,"É uma escola de música online, É uma plataforma de cursos avulsos de música","Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de acompanhar alguns conteúdos produzidos","Desejo ter um grupo ou banda, Quero me profissionalizar na música",Média,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Não,Sim,,,,,,,,,Instagram,,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 18 a 24 anos,Homem,2,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano semestral,6 meses,Menos de 3 meses,"Não estou em condições financeiras no momento, Queria uma  licença vitalícia do curso",,Sim,Sim,9.0,"Youtube, Pesquisando no Google",Procurava uma escola de música on-line e achei a musicdot,Youtube,Não,Não,,Equipe muito boa 
de 55 a 64 anos,Homem,1,Sim,Semestral,"Não, eu não vi necessidade em experimentar","Passatempo, Quero melhorar minhas habilidades musicais, Tocar para família e amigos ","Teclado, Teoria",Teclado,Avançado,3,3,3,3,3,3,5.0,3,3,3,3,3,Não vejo pontos negativos,"Ótima didática e professores, organizar os estudos conforme a necessidade/disponibilidade de tempo",10.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Assisti a 1° aula gratuita do prof. Pedro Lopes e me despertou um sonho antigo que estava esquecido,"Youtube, Instagram",Não,Não fiz o acampamento,Não fiz o acampamento,"Parabenizar à toda equipe, administração e professores"
de 18 a 24 anos,Mulher,0,Não,,,,,,,,,,,,,,,,,,,,,,,É um canal no Youtube sobre aprendizagem musical,"Gosto de ficar por dentro das novidades do mundo musical, Gosto de acompanhar alguns conteúdos produzidos, React de cantores","Passatempo, Fazer novas amizades",Baixa,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Não,Não,,,,,,,,,Youtube,YouTube reagindo Mari na plateia,Youtube,Não,Não fiz o acampamento,,
de 35 a 44 anos,Homem,3,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Tocar/cantar na igreja, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Desejo dar aula um dia, Quero aprender teoria musical, Aprender um novo estilo musical que não domino, Quero ter a música como profissão, Pretendo fazer faculdade de música","Teclado, Piano, Violão, Guitarra, Baixo, Canto, Ukulelê, Áudio",Teclado,Básico,1,2,1,1,2,2,4.0,2,2,1 - Muita Dificuldade/ Horrível,2,1 - Muita Dificuldade/ Horrível,Não reiniciar os cursos já concluídos e falta uma renovação mensal da matrícula,Flexibilidade e qualidade das aulas,10.0,"""Sininho"" de avisos da plataforma, email (newsletter)",,,,,,,,,,,,,,,,,,,,,,,,,Indicação de amigos ou família,Frequento a paróquia que o Pedro Lopes começou tocando e não faltam ótimas referências.,"Youtube, Instagram",Não,Não fiz o acampamento,,Seria legal alguns cursos de regência coral e de bateria de escola de samba
de 18 a 24 anos,Homem,3,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Aprender um novo estilo musical que não domino, Quero ter a música como profissão","Guitarra, Canto",Canto,Básico,4,4,4,4,4,4,4.0,3,3,3,4,3,,,8.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Youtube,,"Youtube, Spotify / Podcast MusicDoters",Sim,Sim,,
de 25 a 34 anos,Homem,3,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais","Guitarra, Baixo",Baixo,Intermediário,4,5 - Excelente,4,3,3,5 - Excelente,4.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,Não uso/Não sei opiniar,O estudo técnico em casa fica solto. ex: treinar uma musica com metronomo.. não sei como fica a musica mais lenta em x bpm pra ir subindo aos poucos,Aulas tendo trechos/música como micro-objetivo,10.0,"""Sininho"" de avisos da plataforma",,,,,,,,,,,,,,,,,,,,,,,,,"Grupo Caelum Alura, Indicação de influenciadores / youtubers/ podcast",Nerdologia,"Youtube, Instagram",Não,Não fiz o acampamento,-,Vocês mandam muito bem! poderiam ter mais cursos voltados exclusivamente ao aprimoramento de técnicas (para guitarra / violão)
de 25 a 34 anos,Mulher,3,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma escola de música online","Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de acompanhar alguns conteúdos produzidos","Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero aprender teoria musical, Quero me profissionalizar na música",Alta,Média,Alta,Média,Média,Alta,Alta,Alta,Alta,Alta,Média,Não,Sim,,,,,,,,,"Youtube, Indicação de amigos ou família, Anúncios publicitários, Indicação de influenciadores / youtubers/ podcast",Pesquisando sobre um determinado exercício de canto e ouvindo no Gugacast,"Youtube, Instagram, Facebook, Newsletter, Spotify / Podcast MusicDoters",Sim,Sim,Aperfeiçoar minha técnica de canto,"Acho a equipe da MusicDot incrivel, com uma didática simples e de fácil aprendizagem. Continuem assim ❤️"
de 25 a 34 anos,Homem,2,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Aprender um novo estilo musical que não domino, Pretendo fazer faculdade de música","Teclado, Piano, Canto, Teoria",Teclado,Intermediário,3,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,3.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,"Eu só nao gostei muito dos repertórios, pois não gosto muito de musicas antigas brasileiras","Professores excelentes, material muito bom e didática muito facil ",10.0,"""Sininho"" de avisos da plataforma, email (newsletter)",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Vi um review de pianos digitais no YouTube que o Pedro fez e vi que existia uma escola de musica online,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 25 a 34 anos,Mulher,0,Sim,Anual,Sim,"Passatempo, Quero aprender teoria musical, aprender a tocar","Teclado, Piano",Piano,Intermediário,4,5 - Excelente,4,5 - Excelente,5 - Excelente,5 - Excelente,5.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,Em alguns cursos o repertorio,"Flexibilidade de horários, acompanhamento dos professores, didática ",10.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Indicação de amigos ou família",Através de meu namorado,Youtube,Não,Não fiz o acampamento,,"Muita dedicação dos professores, equipe muito competente "
de 18 a 24 anos,Homem,3,Não,,,,,,,,,,,,,,,,,,,,,,,É um canal no Youtube sobre aprendizagem musical,Gosto de acompanhar alguns conteúdos produzidos,"Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical",Média,Baixa,Muito alta,Alta,Alta,Alta,Alta,Baixa,Média,Alta,Média,Não,Sim,,,,,,,,,"Youtube, Indicação de amigos ou família",Indicação do YouTube,"Youtube, Instagram",Sim,Não,,
Abaixo de 18 anos,Homem,2,Sim,Semestral,"Não, eu não vi necessidade em experimentar","Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Quero ter a música como profissão","Teclado, Baixo, Canto",Baixo,Intermediário,5 - Excelente,5 - Excelente,3,3,4,5 - Excelente,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,"Um ponto negativo na minha opinião é o fato das aulas serem um pouco maçante, pq mesmo quando vc está vendo algo relativamente avançado mas os professores gastam tempo falando de algo que esta em um dos primeiros curços",Além do fato de ser online e poder fazer mais de um curço é a organização dos cursos impecáveis ,10.0,"""Sininho"" de avisos da plataforma, email (newsletter), Youtube da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Pesquisando sobre como tirar músicas de ouvido e depois sobre como estudar escalas ,Youtube,Não,Não fiz o acampamento,,Parabéns 
de 35 a 44 anos,Homem,1,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar",Passatempo,Violão,Violão,Básico,2,0 - Detestei,1,1,3,1,4.0,3,3,2,3,3,"Professores que aparentam inexperiência,  alguns até desanimados. É necessário melhorar a qualidade dos professores.",Qualidade da plataforma. ,3.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,Busca no Google.,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,"Melhorem os professores. Alguns parecem estar ali frustrados, apenas pelo dinheiro. Foquem em quem gosta de ensinar e não em quem precisa ensinar para se sustentar. "
65 anos ou mais,Homem,2,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano anual,1 ano,Por volta de 1 ano,Já aprendi tudo o que eu queria,,Sim,Não,10.0,Anúncios publicitários,"Estava procurando um curso de piano, vi o endereço e procurei.",Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,"Fiz o curso de piano nos 3 níveis, gostei muito e aprendi bastante."
de 45 a 54 anos,Mulher,3,Sim,Anual,Sim,"Desejo ter um grupo ou banda, Fazer novas amizades, Desejo dar aula um dia, Quero aprender teoria musical, Aprender um novo estilo musical que não domino, Pretendo fazer faculdade de música, Utilizar como estratégia em.minhas aulas com crianças na ed.indantil ","Teclado, Violão, Percussão, Canto, Ukulelê, Teoria",Canto,Básico,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5.0,4,4,4,4,4,Necessidade de ter muita proatividade,Ter as aulas sempre  para rever,10.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Indicação de amigos ou família,"Uma amiga minha é  aluna e me.falou muito bem, verifiquei e gostei ,agora estou com vcs",Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 18 a 24 anos,Homem,1,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais","Teclado, Piano, Violão",Violão,Intermediário,2,2,2,3,5 - Excelente,2,5.0,5 - Nenhuma dificuldade/ Adorei,4,5 - Nenhuma dificuldade/ Adorei,3,3,algumas aulas/professores não tem a didática muito boa e acaba ficando MEGA confuso de enteder,uma boa variedade de cursos ,9.0,"Youtube da MusicDot, post no Instagram da MusicDot, Grupo de Telegram",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,,"Youtube, Instagram",Sim,Sim,,por favor atualizem as aulas de canto da plataforma e coloquem mais cursos sobre “shapes” de guitarra/violão 
de 18 a 24 anos,Homem,0,Sim,Semestral,"Não, eu não vi necessidade em experimentar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero aprender teoria musical","Baixo, Teoria",Teoria,Avançado,4,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,3.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,,,10.0,"""Sininho"" de avisos da plataforma, email (newsletter)",,,,,,,,,,,,,,,,,,,,,,,,,Grupo Caelum Alura,"Já utilizava a alura, então acabei conhecendo a MusicDot.
","Instagram, Spotify / Podcast MusicDoters",Não,Não fiz o acampamento,,Vocês são ótimos! E eu adoraria vez conteúdos focado em jazz pra baixo!
de 25 a 34 anos,Mulher,2,Não,,,,,,,,,,,,,,,,,,,,,,,É uma página de conteúdo sobre música,Quero aperfeiçoar o que já sei através dos conteúdos,"Tocar/cantar na igreja, Desejo dar aula um dia, Quero me profissionalizar na música",Muito alta,Muito baixa,Muito alta,Média,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Alta,Alta,Sim,Sim,,,,,,,,,"Instagram, Facebook","Eu estava no face, como estou  procurando curso  gratuito de guitarra,  eu pensei ,  e  falei ,vou entra, ja  é uma grande ajuda pra mim, como nao tenho condicoes pra paga , eu  toco violao mais meu sonho e guitarra e procuro sempre  alguem pra me ajuda  ai vi voces e deixei meu imail la","Instagram, Facebook",Não,Não fiz o acampamento,Determinacao,"Parabens, que o senhor jesus, abencoe todos os dias a cada um de nós,  irei deixa um salmo, biblico que  diz assim.salmo 23  verso 1  o senhor e o meu pastor nada me faltará , Deus é o nosso pastor  so precisamos crer e confia no senhor e tudo  ele fará,amem? fiquem na paz do senhor, aquele que comecou a boa obra ele ah de cocluir!"
de 45 a 54 anos,Homem,2,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma escola de música online",Gosto de acompanhar alguns conteúdos produzidos,"Passatempo, Tocar/cantar na igreja",Média,Alta,Alta,Alta,Muito alta,Muito alta,Muito alta,Muito alta,Média,Média,Baixa,Sim,Não,,,,,,,,,Brinde em uma compra,Ganhei o curso de teclado na compra do instrumento.,Youtube,Não,Não fiz o acampamento,,
